"state_abb","policy_long","policy","start_date","end_date","exp_start_date","exp_end_date","Prop_Reduction_Mild_Trans","Prop_Reduction_Severe_Trans","Prop_Reduction_Death","Country.Region","state","Details","Category"
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Knox County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Knox County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Knox County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Knox County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Knox County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Knox County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Knox County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Lancaster County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Lancaster County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Lancaster County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Lancaster County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Lancaster County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Lancaster County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Lancaster County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Lincoln County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Lincoln County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Lincoln County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Lincoln County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Lincoln County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Lincoln County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Lincoln County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Logan County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Logan County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Logan County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Logan County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Logan County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Logan County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Logan County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Loup County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Loup County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Loup County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Loup County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Loup County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Loup County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Loup County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","McPherson County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","McPherson County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","McPherson County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","McPherson County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","McPherson County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","McPherson County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","McPherson County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Madison County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Madison County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Madison County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Madison County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Madison County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Madison County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Madison County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Merrick County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Merrick County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Merrick County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Merrick County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Merrick County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Merrick County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Merrick County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Morrill County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Morrill County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Morrill County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Morrill County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Morrill County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Morrill County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Morrill County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Nance County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Nance County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Nance County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Nance County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Nance County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Nance County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nance County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Nemaha County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Nemaha County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Nemaha County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Nemaha County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Nemaha County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Nemaha County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nemaha County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nuckolls County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Otoe County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Otoe County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Otoe County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Otoe County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Otoe County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Otoe County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Otoe County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Pawnee County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Pawnee County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Pawnee County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Pawnee County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Pawnee County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Pawnee County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pawnee County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Perkins County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Perkins County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Perkins County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Perkins County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Perkins County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Perkins County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Perkins County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Phelps County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Phelps County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Phelps County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Phelps County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Phelps County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Phelps County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Phelps County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Pierce County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Pierce County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Pierce County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Pierce County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Pierce County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Pierce County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pierce County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Platte County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Platte County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Platte County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Platte County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Platte County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Platte County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Platte County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Polk County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Polk County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Polk County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Polk County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Polk County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Polk County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Polk County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Red Willow County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Red Willow County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Red Willow County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Red Willow County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Red Willow County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Red Willow County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Red Willow County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Richardson County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Richardson County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Richardson County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Richardson County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Richardson County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Richardson County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Richardson County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Rock County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Rock County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Rock County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Rock County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Rock County, NE",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Rock County, NE",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rock County, NE",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Saline County, NE",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Saline County, NE",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Saline County, NE",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Saline County, NE",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Saline County, NE",NA,NA
