"state_abb","policy_long","policy","start_date","end_date","exp_start_date","exp_end_date","Prop_Reduction_Mild_Trans","Prop_Reduction_Severe_Trans","Prop_Reduction_Death","Country.Region","state","Details","Category"
"MT","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Missoula, MT",NA,NA
"MT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Missoula, MT",NA,NA
"AL","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Mobile, AL",NA,NA
"AL","Large Gatherings Ban","G",2020-03-17,2020-05-11,NA,NA,0.2,0,0,"United States","Mobile, AL",NA,NA
"AL","Bar/Restaurant Limits","R",2020-03-17,2020-05-11,NA,NA,0.1,0,0,"United States","Mobile, AL",NA,NA
"AL","Non-Essential Business Closures","B",2020-03-27,2020-04-30,NA,NA,0.4,0,0,"United States","Mobile, AL",NA,NA
"AL","Stay At Home Order","H",2020-04-03,2020-04-30,NA,NA,0.7,0,0,"United States","Mobile, AL",NA,NA
"AL","Mandatory Masks","M",2020-05-21,NA,NA,NA,0.05,0,0,"United States","Mobile, AL",NA,NA
"AL","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Mobile, AL",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Modesto, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Modesto, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Modesto, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Modesto, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Modesto, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Modesto, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Modesto, CA",NA,NA
"NJ","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"NJ","Large Gatherings Ban","G",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"NJ","Bar/Restaurant Limits","R",2020-03-16,2020-07-02,NA,NA,0.1,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"NJ","Non-Essential Business Closures","B",2020-03-21,2020-06-15,NA,NA,0.4,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"NJ","Stay At Home Order","H",2020-03-21,2020-06-09,NA,NA,0.7,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"NJ","Mandatory Masks","M",2020-04-10,NA,NA,NA,0.05,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"NJ","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Monmouth-Ocean, NJ",NA,NA
"LA","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Monroe, LA",NA,NA
"LA","Large Gatherings Ban","G",2020-03-23,2020-06-04,NA,NA,0.2,0,0,"United States","Monroe, LA",NA,NA
"LA","Bar/Restaurant Limits","R",2020-03-17,2020-05-15,NA,NA,0.1,0,0,"United States","Monroe, LA",NA,NA
"LA","Non-Essential Business Closures","B",2020-03-23,2020-05-15,NA,NA,0.4,0,0,"United States","Monroe, LA",NA,NA
"LA","Stay At Home Order","H",2020-03-23,2020-05-15,NA,NA,0.7,0,0,"United States","Monroe, LA",NA,NA
"LA","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Monroe, LA",NA,NA
"LA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Monroe, LA",NA,NA
"AL","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Montgomery, AL",NA,NA
"AL","Large Gatherings Ban","G",2020-03-17,2020-05-11,NA,NA,0.2,0,0,"United States","Montgomery, AL",NA,NA
"AL","Bar/Restaurant Limits","R",2020-03-17,2020-05-11,NA,NA,0.1,0,0,"United States","Montgomery, AL",NA,NA
"AL","Non-Essential Business Closures","B",2020-03-27,2020-04-30,NA,NA,0.4,0,0,"United States","Montgomery, AL",NA,NA
"AL","Stay At Home Order","H",2020-04-03,2020-04-30,NA,NA,0.7,0,0,"United States","Montgomery, AL",NA,NA
"AL","Mandatory Masks","M",2020-05-21,NA,NA,NA,0.05,0,0,"United States","Montgomery, AL",NA,NA
"AL","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Montgomery, AL",NA,NA
"IN","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Muncie, IN",NA,NA
"IN","Large Gatherings Ban","G",2020-03-24,2020-06-01,NA,NA,0.2,0,0,"United States","Muncie, IN",NA,NA
"IN","Bar/Restaurant Limits","R",2020-03-16,2020-05-18,NA,NA,0.1,0,0,"United States","Muncie, IN",NA,NA
"IN","Non-Essential Business Closures","B",2020-03-24,2020-05-18,NA,NA,0.4,0,0,"United States","Muncie, IN",NA,NA
"IN","Stay At Home Order","H",2020-03-24,2020-05-18,NA,NA,0.7,0,0,"United States","Muncie, IN",NA,NA
"IN","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Muncie, IN",NA,NA
"IN","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Muncie, IN",NA,NA
"SC","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Myrtle Beach, SC",NA,NA
"SC","Large Gatherings Ban","G",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Myrtle Beach, SC",NA,NA
"SC","Bar/Restaurant Limits","R",2020-03-18,2020-05-11,NA,NA,0.1,0,0,"United States","Myrtle Beach, SC",NA,NA
"SC","Non-Essential Business Closures","B",2020-03-31,2020-04-20,NA,NA,0.4,0,0,"United States","Myrtle Beach, SC",NA,NA
"SC","Stay At Home Order","H",2020-04-07,2020-05-04,NA,NA,0.7,0,0,"United States","Myrtle Beach, SC",NA,NA
"SC","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Myrtle Beach, SC",NA,NA
"SC","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Myrtle Beach, SC",NA,NA
"FL","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Naples, FL",NA,NA
"FL","Large Gatherings Ban","G",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Naples, FL",NA,NA
"FL","Bar/Restaurant Limits","R",2020-03-20,2020-05-18,NA,NA,0.1,0,0,"United States","Naples, FL",NA,NA
"FL","Non-Essential Business Closures","B",2020-04-03,2020-05-18,NA,NA,0.4,0,0,"United States","Naples, FL",NA,NA
"FL","Stay At Home Order","H",2020-04-01,2020-05-18,NA,NA,0.7,0,0,"United States","Naples, FL",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Naples, FL",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Naples, FL",NA,NA
"TN","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Nashville, TN",NA,NA
"TN","Large Gatherings Ban","G",2020-03-23,NA,NA,NA,0.2,0,0,"United States","Nashville, TN",NA,NA
"TN","Bar/Restaurant Limits","R",2020-03-24,2020-04-27,NA,NA,0.1,0,0,"United States","Nashville, TN",NA,NA
"TN","Non-Essential Business Closures","B",2020-03-31,2020-04-29,NA,NA,0.4,0,0,"United States","Nashville, TN",NA,NA
"TN","Stay At Home Order","H",2020-04-02,2020-04-28,NA,NA,0.7,0,0,"United States","Nashville, TN",NA,NA
"TN","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Nashville, TN",NA,NA
"TN","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nashville, TN",NA,NA
"NY","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"NY","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"NY","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"NY","Non-Essential Business Closures","B",2020-03-22,2020-06-08,NA,NA,0.4,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"NY","Stay At Home Order","H",2020-03-22,2020-06-08,NA,NA,0.7,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"NY","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"NY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nassau-Suffolk, NY",NA,NA
"CT","State-Mandated School Closures","S",2020-03-17,NA,NA,NA,0.2,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","Bar/Restaurant Limits","R",2020-03-16,2020-06-20,NA,NA,0.1,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","Non-Essential Business Closures","B",2020-03-23,2020-05-20,NA,NA,0.4,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","Stay At Home Order","H",2020-03-20,2020-05-20,NA,NA,0.7,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","Mandatory Masks","M",2020-04-20,NA,NA,NA,0.05,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT",NA,NA
"CT","State-Mandated School Closures","S",2020-03-17,NA,NA,NA,0.2,0,0,"United States","New London-Norwich, CT",NA,NA
"CT","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","New London-Norwich, CT",NA,NA
"CT","Bar/Restaurant Limits","R",2020-03-16,2020-06-20,NA,NA,0.1,0,0,"United States","New London-Norwich, CT",NA,NA
"CT","Non-Essential Business Closures","B",2020-03-23,2020-05-20,NA,NA,0.4,0,0,"United States","New London-Norwich, CT",NA,NA
"CT","Stay At Home Order","H",2020-03-20,2020-05-20,NA,NA,0.7,0,0,"United States","New London-Norwich, CT",NA,NA
"CT","Mandatory Masks","M",2020-04-20,NA,NA,NA,0.05,0,0,"United States","New London-Norwich, CT",NA,NA
"CT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New London-Norwich, CT",NA,NA
"LA","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","New Orleans, LA",NA,NA
"LA","Large Gatherings Ban","G",2020-03-23,2020-06-04,NA,NA,0.2,0,0,"United States","New Orleans, LA",NA,NA
"LA","Bar/Restaurant Limits","R",2020-03-17,2020-05-15,NA,NA,0.1,0,0,"United States","New Orleans, LA",NA,NA
"LA","Non-Essential Business Closures","B",2020-03-23,2020-05-15,NA,NA,0.4,0,0,"United States","New Orleans, LA",NA,NA
"LA","Stay At Home Order","H",2020-03-23,2020-05-15,NA,NA,0.7,0,0,"United States","New Orleans, LA",NA,NA
"LA","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","New Orleans, LA",NA,NA
"LA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New Orleans, LA",NA,NA
"NY","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NY","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NY","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NY","Non-Essential Business Closures","B",2020-03-22,2020-06-08,NA,NA,0.4,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NY","Stay At Home Order","H",2020-03-22,2020-06-08,NA,NA,0.7,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NY","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New York-Newark-Jersey City, NY-NJ-PA",NA,NA
"NJ","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Newark, NJ",NA,NA
"NJ","Large Gatherings Ban","G",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Newark, NJ",NA,NA
"NJ","Bar/Restaurant Limits","R",2020-03-16,2020-07-02,NA,NA,0.1,0,0,"United States","Newark, NJ",NA,NA
"NJ","Non-Essential Business Closures","B",2020-03-21,2020-06-15,NA,NA,0.4,0,0,"United States","Newark, NJ",NA,NA
"NJ","Stay At Home Order","H",2020-03-21,2020-06-09,NA,NA,0.7,0,0,"United States","Newark, NJ",NA,NA
"NJ","Mandatory Masks","M",2020-04-10,NA,NA,NA,0.05,0,0,"United States","Newark, NJ",NA,NA
"NJ","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Newark, NJ",NA,NA
"NY","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Newburgh, NY-Pa",NA,NA
"NY","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Newburgh, NY-Pa",NA,NA
"NY","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","Newburgh, NY-Pa",NA,NA
"NY","Non-Essential Business Closures","B",2020-03-22,2020-06-08,NA,NA,0.4,0,0,"United States","Newburgh, NY-Pa",NA,NA
"NY","Stay At Home Order","H",2020-03-22,2020-06-08,NA,NA,0.7,0,0,"United States","Newburgh, NY-Pa",NA,NA
"NY","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","Newburgh, NY-Pa",NA,NA
"NY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Newburgh, NY-Pa",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Norfolk-Virginia Beach-Newport News, VA-NC",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Oakland, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Oakland, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Oakland, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Oakland, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Oakland, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Oakland, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Oakland, CA",NA,NA
"FL","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Ocala, FL",NA,NA
"FL","Large Gatherings Ban","G",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Ocala, FL",NA,NA
"FL","Bar/Restaurant Limits","R",2020-03-20,2020-05-18,NA,NA,0.1,0,0,"United States","Ocala, FL",NA,NA
"FL","Non-Essential Business Closures","B",2020-04-03,2020-05-18,NA,NA,0.4,0,0,"United States","Ocala, FL",NA,NA
"FL","Stay At Home Order","H",2020-04-01,2020-05-18,NA,NA,0.7,0,0,"United States","Ocala, FL",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Ocala, FL",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Ocala, FL",NA,NA
"TX","State-Mandated School Closures","S",2020-03-20,2020-06-01,NA,NA,0.2,0,0,"United States","Odessa-Midland, TX",NA,NA
"TX","Large Gatherings Ban","G",2020-03-20,2020-05-05,NA,NA,0.2,0,0,"United States","Odessa-Midland, TX",NA,NA
"TX","Bar/Restaurant Limits","R",2020-03-20,2020-05-01,NA,NA,0.1,0,0,"United States","Odessa-Midland, TX",NA,NA
"TX","Non-Essential Business Closures","B",2020-04-02,2020-05-01,NA,NA,0.4,0,0,"United States","Odessa-Midland, TX",NA,NA
"TX","Stay At Home Order","H",2020-04-02,2020-05-01,NA,NA,0.7,0,0,"United States","Odessa-Midland, TX",NA,NA
"TX","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Odessa-Midland, TX",NA,NA
"TX","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Odessa-Midland, TX",NA,NA
"OK","State-Mandated School Closures","S",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Oklahoma City, OK",NA,NA
"OK","Large Gatherings Ban","G",2020-03-24,2020-05-15,NA,NA,0.2,0,0,"United States","Oklahoma City, OK",NA,NA
"OK","Bar/Restaurant Limits","R",2020-03-25,2020-05-01,NA,NA,0.1,0,0,"United States","Oklahoma City, OK",NA,NA
"OK","Non-Essential Business Closures","B",2020-03-25,2020-04-24,NA,NA,0.4,0,0,"United States","Oklahoma City, OK",NA,NA
"OK","Stay At Home Order","H",2020-03-24,NA,NA,NA,0.7,0,0,"United States","Oklahoma City, OK",NA,NA
"OK","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Oklahoma City, OK",NA,NA
"OK","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Oklahoma City, OK",NA,NA
"WA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Olympia, WA",NA,NA
"WA","Large Gatherings Ban","G",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Olympia, WA",NA,NA
"WA","Bar/Restaurant Limits","R",2020-03-16,2020-06-05,NA,NA,0.1,0,0,"United States","Olympia, WA",NA,NA
"WA","Non-Essential Business Closures","B",2020-03-25,2020-06-01,NA,NA,0.4,0,0,"United States","Olympia, WA",NA,NA
"WA","Stay At Home Order","H",2020-03-23,2020-06-01,NA,NA,0.7,0,0,"United States","Olympia, WA",NA,NA
"WA","Mandatory Masks","M",2020-06-08,NA,NA,NA,0.05,0,0,"United States","Olympia, WA",NA,NA
"WA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Olympia, WA",NA,NA
"NE","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Omaha, NE-IA",NA,NA
"NE","Large Gatherings Ban","G",2020-03-16,2020-06-01,NA,NA,0.2,0,0,"United States","Omaha, NE-IA",NA,NA
"NE","Bar/Restaurant Limits","R",2020-03-16,2020-05-21,NA,NA,0.1,0,0,"United States","Omaha, NE-IA",NA,NA
"NE","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Omaha, NE-IA",NA,NA
"NE","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Omaha, NE-IA",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Omaha, NE-IA",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Omaha, NE-IA",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Orange County, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Orange County, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Orange County, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Orange County, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Orange County, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Orange County, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Orange County, CA",NA,NA
"FL","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Orlando, FL",NA,NA
"FL","Large Gatherings Ban","G",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Orlando, FL",NA,NA
"FL","Bar/Restaurant Limits","R",2020-03-20,2020-05-18,NA,NA,0.1,0,0,"United States","Orlando, FL",NA,NA
"FL","Non-Essential Business Closures","B",2020-04-03,2020-05-18,NA,NA,0.4,0,0,"United States","Orlando, FL",NA,NA
"FL","Stay At Home Order","H",2020-04-01,2020-05-18,NA,NA,0.7,0,0,"United States","Orlando, FL",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Orlando, FL",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Orlando, FL",NA,NA
"KY","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Owensboro, KY",NA,NA
"KY","Large Gatherings Ban","G",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Owensboro, KY",NA,NA
"KY","Bar/Restaurant Limits","R",2020-03-16,2020-05-22,NA,NA,0.1,0,0,"United States","Owensboro, KY",NA,NA
"KY","Non-Essential Business Closures","B",2020-03-23,2020-05-20,NA,NA,0.4,0,0,"United States","Owensboro, KY",NA,NA
"KY","Stay At Home Order","H",2020-03-25,2020-05-22,NA,NA,0.7,0,0,"United States","Owensboro, KY",NA,NA
"KY","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Owensboro, KY",NA,NA
"KY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Owensboro, KY",NA,NA
"FL","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Panama City, FL",NA,NA
"FL","Large Gatherings Ban","G",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Panama City, FL",NA,NA
"FL","Bar/Restaurant Limits","R",2020-03-20,2020-05-18,NA,NA,0.1,0,0,"United States","Panama City, FL",NA,NA
"FL","Non-Essential Business Closures","B",2020-04-03,2020-05-18,NA,NA,0.4,0,0,"United States","Panama City, FL",NA,NA
"FL","Stay At Home Order","H",2020-04-01,2020-05-18,NA,NA,0.7,0,0,"United States","Panama City, FL",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Panama City, FL",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Panama City, FL",NA,NA
"WV","State-Mandated School Closures","S",2020-03-14,NA,NA,NA,0.2,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"WV","Large Gatherings Ban","G",2020-03-24,2020-06-05,NA,NA,0.2,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"WV","Bar/Restaurant Limits","R",2020-03-18,2020-05-21,NA,NA,0.1,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"WV","Non-Essential Business Closures","B",2020-03-24,2020-05-04,NA,NA,0.4,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"WV","Stay At Home Order","H",2020-03-24,2020-05-04,NA,NA,0.7,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"WV","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"WV","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Parkersburg-Marietta, WV-OH",NA,NA
"FL","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Pensacola, FL",NA,NA
"FL","Large Gatherings Ban","G",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Pensacola, FL",NA,NA
"FL","Bar/Restaurant Limits","R",2020-03-20,2020-05-18,NA,NA,0.1,0,0,"United States","Pensacola, FL",NA,NA
"FL","Non-Essential Business Closures","B",2020-04-03,2020-05-18,NA,NA,0.4,0,0,"United States","Pensacola, FL",NA,NA
"FL","Stay At Home Order","H",2020-04-01,2020-05-18,NA,NA,0.7,0,0,"United States","Pensacola, FL",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Pensacola, FL",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Pensacola, FL",NA,NA
"IL","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Peoria-Pekin, IL",NA,NA
"IL","Large Gatherings Ban","G",2020-03-21,NA,NA,NA,0.2,0,0,"United States","Peoria-Pekin, IL",NA,NA
"IL","Bar/Restaurant Limits","R",2020-03-16,2020-06-26,NA,NA,0.1,0,0,"United States","Peoria-Pekin, IL",NA,NA
"IL","Non-Essential Business Closures","B",2020-03-21,2020-05-29,NA,NA,0.4,0,0,"United States","Peoria-Pekin, IL",NA,NA
"IL","Stay At Home Order","H",2020-03-21,2020-05-29,NA,NA,0.7,0,0,"United States","Peoria-Pekin, IL",NA,NA
"IL","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Peoria-Pekin, IL",NA,NA
"IL","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Peoria-Pekin, IL",NA,NA
"PA","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Philadelphia, PA-NJ",NA,NA
"PA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Philadelphia, PA-NJ",NA,NA
"PA","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","Philadelphia, PA-NJ",NA,NA
"PA","Non-Essential Business Closures","B",2020-03-19,2020-06-05,NA,NA,0.4,0,0,"United States","Philadelphia, PA-NJ",NA,NA
"PA","Stay At Home Order","H",2020-03-23,2020-06-05,NA,NA,0.7,0,0,"United States","Philadelphia, PA-NJ",NA,NA
"PA","Mandatory Masks","M",2020-04-19,NA,NA,NA,0.05,0,0,"United States","Philadelphia, PA-NJ",NA,NA
